Junction,Vehicles,Hour,Day-of-Week,Year,Month,Day
3,5,10,1,2015,11,10
3,5,11,1,2015,11,10
3,2,12,1,2015,11,10
3,4,13,1,2015,11,10
3,7,14,1,2015,11,10
3,6,15,1,2015,11,10
3,4,16,1,2015,11,10
3,6,17,1,2015,11,10
3,2,18,1,2015,11,10
3,5,19,1,2015,11,10
3,7,20,1,2015,11,10
3,9,21,1,2015,11,10
3,6,22,1,2015,11,10
3,7,23,1,2015,11,10
3,6,0,2,2015,11,11
3,5,1,2,2015,11,11
3,3,2,2,2015,11,11
3,5,3,2,2015,11,11
3,6,4,2,2015,11,11
3,2,5,2,2015,11,11
3,4,6,2,2015,11,11
3,3,7,2,2015,11,11
3,2,8,2,2015,11,11
3,6,9,2,2015,11,11
3,3,10,2,2015,11,11
3,3,11,2,2015,11,11
3,6,12,2,2015,11,11
3,5,13,2,2015,11,11
3,6,14,2,2015,11,11
3,4,15,2,2015,11,11
3,4,16,2,2015,11,11
3,6,17,2,2015,11,11
3,5,18,2,2015,11,11
3,6,19,2,2015,11,11
3,5,20,2,2015,11,11
3,8,21,2,2015,11,11
3,2,22,2,2015,11,11
3,6,23,2,2015,11,11
3,6,0,3,2015,11,12
3,5,1,3,2015,11,12
3,4,2,3,2015,11,12
3,3,3,3,2015,11,12
3,5,4,3,2015,11,12
3,2,5,3,2015,11,12
3,1,6,3,2015,11,12
3,5,7,3,2015,11,12
3,5,8,3,2015,11,12
3,2,9,3,2015,11,12
3,5,10,3,2015,11,12
3,6,11,3,2015,11,12
3,6,12,3,2015,11,12
3,6,13,3,2015,11,12
3,3,14,3,2015,11,12
3,8,15,3,2015,11,12
3,4,16,3,2015,11,12
3,6,17,3,2015,11,12
3,9,18,3,2015,11,12
3,6,19,3,2015,11,12
3,4,20,3,2015,11,12
3,7,21,3,2015,11,12
3,3,22,3,2015,11,12
3,5,23,3,2015,11,12
3,4,0,4,2015,11,13
3,3,1,4,2015,11,13
3,4,2,4,2015,11,13
3,6,3,4,2015,11,13
3,4,4,4,2015,11,13
3,2,5,4,2015,11,13
3,5,6,4,2015,11,13
3,3,7,4,2015,11,13
3,4,8,4,2015,11,13
3,3,9,4,2015,11,13
3,4,10,4,2015,11,13
3,8,11,4,2015,11,13
3,3,12,4,2015,11,13
3,4,13,4,2015,11,13
3,3,14,4,2015,11,13
3,5,15,4,2015,11,13
3,5,16,4,2015,11,13
3,8,17,4,2015,11,13
3,4,18,4,2015,11,13
3,5,19,4,2015,11,13
3,6,20,4,2015,11,13
3,6,21,4,2015,11,13
3,6,22,4,2015,11,13
3,8,23,4,2015,11,13
3,3,0,5,2015,11,14
3,4,1,5,2015,11,14
3,7,2,5,2015,11,14
3,5,3,5,2015,11,14
3,1,4,5,2015,11,14
3,2,5,5,2015,11,14
3,5,6,5,2015,11,14
3,5,7,5,2015,11,14
3,6,8,5,2015,11,14
3,3,9,5,2015,11,14
3,5,10,5,2015,11,14
3,4,11,5,2015,11,14
3,6,12,5,2015,11,14
3,2,13,5,2015,11,14
3,6,14,5,2015,11,14
3,4,15,5,2015,11,14
3,2,16,5,2015,11,14
3,6,17,5,2015,11,14
3,4,18,5,2015,11,14
3,3,19,5,2015,11,14
3,4,20,5,2015,11,14
3,5,21,5,2015,11,14
3,2,22,5,2015,11,14
3,5,23,5,2015,11,14
3,6,0,6,2015,11,15
3,4,1,6,2015,11,15
3,1,2,6,2015,11,15
3,3,3,6,2015,11,15
3,3,4,6,2015,11,15
3,1,5,6,2015,11,15
3,2,6,6,2015,11,15
3,3,7,6,2015,11,15
3,6,8,6,2015,11,15
3,2,9,6,2015,11,15
3,3,10,6,2015,11,15
3,2,11,6,2015,11,15
3,4,12,6,2015,11,15
3,2,13,6,2015,11,15
3,6,14,6,2015,11,15
3,6,15,6,2015,11,15
3,2,16,6,2015,11,15
3,6,17,6,2015,11,15
3,2,18,6,2015,11,15
3,3,19,6,2015,11,15
3,5,20,6,2015,11,15
3,5,21,6,2015,11,15
3,2,22,6,2015,11,15
3,4,23,6,2015,11,15
3,6,0,0,2015,11,16
3,5,1,0,2015,11,16
3,1,2,0,2015,11,16
3,5,3,0,2015,11,16
3,1,4,0,2015,11,16
3,4,5,0,2015,11,16
3,3,6,0,2015,11,16
3,5,7,0,2015,11,16
3,2,8,0,2015,11,16
3,3,9,0,2015,11,16
3,5,10,0,2015,11,16
3,7,11,0,2015,11,16
3,6,12,0,2015,11,16
3,4,13,0,2015,11,16
3,6,14,0,2015,11,16
3,8,15,0,2015,11,16
3,11,16,0,2015,11,16
3,13,17,0,2015,11,16
3,5,18,0,2015,11,16
3,12,19,0,2015,11,16
3,8,20,0,2015,11,16
3,7,21,0,2015,11,16
3,9,22,0,2015,11,16
3,6,23,0,2015,11,16
3,12,0,1,2015,11,17
3,11,1,1,2015,11,17
3,4,2,1,2015,11,17
3,6,3,1,2015,11,17
3,4,4,1,2015,11,17
3,3,5,1,2015,11,17
3,4,6,1,2015,11,17
3,7,7,1,2015,11,17
3,6,8,1,2015,11,17
3,7,9,1,2015,11,17
3,8,10,1,2015,11,17
3,7,11,1,2015,11,17
3,9,12,1,2015,11,17
3,4,13,1,2015,11,17
3,6,14,1,2015,11,17
3,13,15,1,2015,11,17
3,8,16,1,2015,11,17
3,7,17,1,2015,11,17
3,6,18,1,2015,11,17
3,8,19,1,2015,11,17
3,5,20,1,2015,11,17
3,8,21,1,2015,11,17
3,10,22,1,2015,11,17
3,6,23,1,2015,11,17
3,4,0,2,2015,11,18
3,6,1,2,2015,11,18
3,2,2,2,2015,11,18
3,4,3,2,2015,11,18
3,4,4,2,2015,11,18
3,5,5,2,2015,11,18
3,5,6,2,2015,11,18
3,5,7,2,2015,11,18
3,1,8,2,2015,11,18
3,8,9,2,2015,11,18
3,29,10,2,2015,11,18
3,29,11,2,2015,11,18
3,18,12,2,2015,11,18
3,16,13,2,2015,11,18
3,19,14,2,2015,11,18
3,17,15,2,2015,11,18
3,15,16,2,2015,11,18
3,25,17,2,2015,11,18
3,32,18,2,2015,11,18
3,34,19,2,2015,11,18
3,30,20,2,2015,11,18
3,25,21,2,2015,11,18
3,23,22,2,2015,11,18
3,16,23,2,2015,11,18
3,14,0,3,2015,11,19
3,11,1,3,2015,11,19
3,7,2,3,2015,11,19
3,8,3,3,2015,11,19
3,6,4,3,2015,11,19
3,4,5,3,2015,11,19
3,7,6,3,2015,11,19
3,6,7,3,2015,11,19
3,7,8,3,2015,11,19
3,15,9,3,2015,11,19
3,14,10,3,2015,11,19
3,16,11,3,2015,11,19
3,20,12,3,2015,11,19
3,24,13,3,2015,11,19
3,35,14,3,2015,11,19
3,39,15,3,2015,11,19
3,39,16,3,2015,11,19
3,23,17,3,2015,11,19
3,23,18,3,2015,11,19
3,22,19,3,2015,11,19
3,20,20,3,2015,11,19
3,18,21,3,2015,11,19
3,18,22,3,2015,11,19
3,24,23,3,2015,11,19
3,31,0,4,2015,11,20
3,18,1,4,2015,11,20
3,13,2,4,2015,11,20
3,7,3,4,2015,11,20
3,9,4,4,2015,11,20
3,9,5,4,2015,11,20
3,13,6,4,2015,11,20
3,12,7,4,2015,11,20
3,15,8,4,2015,11,20
3,21,9,4,2015,11,20
3,31,10,4,2015,11,20
3,26,11,4,2015,11,20
3,30,12,4,2015,11,20
3,26,13,4,2015,11,20
3,21,14,4,2015,11,20
3,26,15,4,2015,11,20
3,24,16,4,2015,11,20
3,17,17,4,2015,11,20
3,16,18,4,2015,11,20
3,17,19,4,2015,11,20
3,19,20,4,2015,11,20
3,19,21,4,2015,11,20
3,18,22,4,2015,11,20
3,22,23,4,2015,11,20
3,15,0,5,2015,11,21
3,8,1,5,2015,11,21
3,7,2,5,2015,11,21
3,7,3,5,2015,11,21
3,7,4,5,2015,11,21
3,5,5,5,2015,11,21
3,6,6,5,2015,11,21
3,7,7,5,2015,11,21
3,7,8,5,2015,11,21
3,12,9,5,2015,11,21
3,13,10,5,2015,11,21
3,15,11,5,2015,11,21
3,17,12,5,2015,11,21
3,15,13,5,2015,11,21
3,16,14,5,2015,11,21
3,22,15,5,2015,11,21
3,13,16,5,2015,11,21
3,12,17,5,2015,11,21
3,13,18,5,2015,11,21
3,15,19,5,2015,11,21
3,16,20,5,2015,11,21
3,11,21,5,2015,11,21
3,16,22,5,2015,11,21
3,13,23,5,2015,11,21
3,10,0,6,2015,11,22
3,7,1,6,2015,11,22
3,10,2,6,2015,11,22
3,9,3,6,2015,11,22
3,4,4,6,2015,11,22
3,3,5,6,2015,11,22
3,5,6,6,2015,11,22
3,8,7,6,2015,11,22
3,6,8,6,2015,11,22
3,11,9,6,2015,11,22
3,12,10,6,2015,11,22
3,13,11,6,2015,11,22
3,16,12,6,2015,11,22
3,12,13,6,2015,11,22
3,14,14,6,2015,11,22
3,12,15,6,2015,11,22
3,13,16,6,2015,11,22
3,15,17,6,2015,11,22
3,17,18,6,2015,11,22
3,18,19,6,2015,11,22
3,14,20,6,2015,11,22
3,19,21,6,2015,11,22
3,20,22,6,2015,11,22
3,19,23,6,2015,11,22
3,18,0,0,2015,11,23
3,6,1,0,2015,11,23
3,6,2,0,2015,11,23
3,7,3,0,2015,11,23
3,3,4,0,2015,11,23
3,6,5,0,2015,11,23
3,6,6,0,2015,11,23
3,7,7,0,2015,11,23
3,11,8,0,2015,11,23
3,11,9,0,2015,11,23
3,14,10,0,2015,11,23
3,14,11,0,2015,11,23
3,14,12,0,2015,11,23
3,10,13,0,2015,11,23
3,13,14,0,2015,11,23
3,12,15,0,2015,11,23
3,10,16,0,2015,11,23
3,15,17,0,2015,11,23
3,9,18,0,2015,11,23
3,13,19,0,2015,11,23
3,9,20,0,2015,11,23
3,8,21,0,2015,11,23
3,10,22,0,2015,11,23
3,6,23,0,2015,11,23
3,8,0,1,2015,11,24
3,5,1,1,2015,11,24
3,7,2,1,2015,11,24
3,4,3,1,2015,11,24
3,5,4,1,2015,11,24
3,5,5,1,2015,11,24
3,2,6,1,2015,11,24
3,6,7,1,2015,11,24
3,7,8,1,2015,11,24
3,4,9,1,2015,11,24
3,10,10,1,2015,11,24
3,8,11,1,2015,11,24
3,8,12,1,2015,11,24
3,4,13,1,2015,11,24
3,7,14,1,2015,11,24
3,3,15,1,2015,11,24
3,7,16,1,2015,11,24
3,7,17,1,2015,11,24
3,14,18,1,2015,11,24
3,9,19,1,2015,11,24
3,3,20,1,2015,11,24
3,4,21,1,2015,11,24
3,6,22,1,2015,11,24
3,4,23,1,2015,11,24
3,6,0,2,2015,11,25
3,4,1,2,2015,11,25
3,6,2,2,2015,11,25
3,2,3,2,2015,11,25
3,4,4,2,2015,11,25
3,4,5,2,2015,11,25
3,3,6,2,2015,11,25
3,2,7,2,2015,11,25
3,3,8,2,2015,11,25
3,4,9,2,2015,11,25
3,3,10,2,2015,11,25
3,6,11,2,2015,11,25
3,8,12,2,2015,11,25
3,3,13,2,2015,11,25
3,6,14,2,2015,11,25
3,4,15,2,2015,11,25
3,4,16,2,2015,11,25
3,8,17,2,2015,11,25
3,6,18,2,2015,11,25
3,3,19,2,2015,11,25
3,5,20,2,2015,11,25
3,7,21,2,2015,11,25
3,4,22,2,2015,11,25
3,3,23,2,2015,11,25
3,5,0,3,2015,11,26
3,2,1,3,2015,11,26
3,5,2,3,2015,11,26
3,10,3,3,2015,11,26
3,5,4,3,2015,11,26
3,5,5,3,2015,11,26
3,8,6,3,2015,11,26
3,5,7,3,2015,11,26
3,2,8,3,2015,11,26
3,6,9,3,2015,11,26
3,5,10,3,2015,11,26
3,4,11,3,2015,11,26
3,9,12,3,2015,11,26
3,6,13,3,2015,11,26
3,8,14,3,2015,11,26
3,8,15,3,2015,11,26
3,7,16,3,2015,11,26
3,7,17,3,2015,11,26
3,6,18,3,2015,11,26
3,7,19,3,2015,11,26
3,9,20,3,2015,11,26
3,4,21,3,2015,11,26
3,3,22,3,2015,11,26
3,6,23,3,2015,11,26
3,3,0,4,2015,11,27
3,6,1,4,2015,11,27
3,2,2,4,2015,11,27
3,1,3,4,2015,11,27
3,3,4,4,2015,11,27
3,1,5,4,2015,11,27
3,3,6,4,2015,11,27
3,5,7,4,2015,11,27
3,7,8,4,2015,11,27
3,6,9,4,2015,11,27
3,5,10,4,2015,11,27
3,7,11,4,2015,11,27
3,5,12,4,2015,11,27
3,6,13,4,2015,11,27
3,5,14,4,2015,11,27
3,6,15,4,2015,11,27
3,4,16,4,2015,11,27
3,4,17,4,2015,11,27
3,6,18,4,2015,11,27
3,6,19,4,2015,11,27
3,5,20,4,2015,11,27
3,4,21,4,2015,11,27
3,8,22,4,2015,11,27
3,5,23,4,2015,11,27
3,4,0,5,2015,11,28
3,3,1,5,2015,11,28
3,5,2,5,2015,11,28
3,2,3,5,2015,11,28
3,4,4,5,2015,11,28
3,5,5,5,2015,11,28
3,6,6,5,2015,11,28
3,1,7,5,2015,11,28
3,1,8,5,2015,11,28
3,5,9,5,2015,11,28
3,9,10,5,2015,11,28
3,5,11,5,2015,11,28
3,5,12,5,2015,11,28
3,5,13,5,2015,11,28
3,9,14,5,2015,11,28
3,3,15,5,2015,11,28
3,6,16,5,2015,11,28
3,1,17,5,2015,11,28
3,6,18,5,2015,11,28
3,4,19,5,2015,11,28
3,3,20,5,2015,11,28
3,3,21,5,2015,11,28
3,4,22,5,2015,11,28
3,4,23,5,2015,11,28
3,2,0,6,2015,11,29
3,5,1,6,2015,11,29
3,3,2,6,2015,11,29
3,6,3,6,2015,11,29
3,2,4,6,2015,11,29
3,3,5,6,2015,11,29
3,5,6,6,2015,11,29
3,9,7,6,2015,11,29
3,5,8,6,2015,11,29
3,6,9,6,2015,11,29
3,3,10,6,2015,11,29
3,5,11,6,2015,11,29
3,2,12,6,2015,11,29
3,2,13,6,2015,11,29
3,5,14,6,2015,11,29
3,5,15,6,2015,11,29
3,6,16,6,2015,11,29
3,5,17,6,2015,11,29
3,4,18,6,2015,11,29
3,5,19,6,2015,11,29
3,3,20,6,2015,11,29
3,5,21,6,2015,11,29
3,4,22,6,2015,11,29
3,3,23,6,2015,11,29
3,5,0,0,2015,11,30
3,2,1,0,2015,11,30
3,4,2,0,2015,11,30
3,5,3,0,2015,11,30
3,5,4,0,2015,11,30
3,1,5,0,2015,11,30
3,1,6,0,2015,11,30
3,2,7,0,2015,11,30
3,2,8,0,2015,11,30
3,6,9,0,2015,11,30
3,8,10,0,2015,11,30
3,6,11,0,2015,11,30
3,10,12,0,2015,11,30
3,5,13,0,2015,11,30
3,3,14,0,2015,11,30
3,6,15,0,2015,11,30
3,7,16,0,2015,11,30
3,7,17,0,2015,11,30
3,5,18,0,2015,11,30
3,7,19,0,2015,11,30
3,5,20,0,2015,11,30
3,3,21,0,2015,11,30
3,6,22,0,2015,11,30
3,2,23,0,2015,11,30
3,4,0,1,2015,12,1
3,3,1,1,2015,12,1
3,4,2,1,2015,12,1
3,4,3,1,2015,12,1
3,7,4,1,2015,12,1
3,3,5,1,2015,12,1
3,4,6,1,2015,12,1
3,2,7,1,2015,12,1
3,5,8,1,2015,12,1
3,3,9,1,2015,12,1
3,3,10,1,2015,12,1
3,4,11,1,2015,12,1
3,5,12,1,2015,12,1
3,5,13,1,2015,12,1
3,7,14,1,2015,12,1
3,8,15,1,2015,12,1
3,7,16,1,2015,12,1
3,9,17,1,2015,12,1
3,6,18,1,2015,12,1
3,3,19,1,2015,12,1
3,6,20,1,2015,12,1
3,10,21,1,2015,12,1
3,8,22,1,2015,12,1
3,7,23,1,2015,12,1
3,5,0,2,2015,12,2
3,6,1,2,2015,12,2
3,6,2,2,2015,12,2
3,4,3,2,2015,12,2
3,5,4,2,2015,12,2
3,2,5,2,2015,12,2
3,3,6,2,2015,12,2
3,5,7,2,2015,12,2
3,2,8,2,2015,12,2
3,4,9,2,2015,12,2
3,5,10,2,2015,12,2
3,6,11,2,2015,12,2
3,3,12,2,2015,12,2
3,8,13,2,2015,12,2
3,4,14,2,2015,12,2
3,5,15,2,2015,12,2
3,4,16,2,2015,12,2
3,8,17,2,2015,12,2
3,5,18,2,2015,12,2
3,2,19,2,2015,12,2
3,7,20,2,2015,12,2
3,5,21,2,2015,12,2
3,6,22,2,2015,12,2
3,3,23,2,2015,12,2
3,1,0,3,2015,12,3
3,2,1,3,2015,12,3
3,3,2,3,2015,12,3
3,2,3,3,2015,12,3
3,3,4,3,2015,12,3
3,4,5,3,2015,12,3
3,5,6,3,2015,12,3
3,5,7,3,2015,12,3
3,1,8,3,2015,12,3
3,5,9,3,2015,12,3
3,8,10,3,2015,12,3
3,3,11,3,2015,12,3
3,8,12,3,2015,12,3
3,8,13,3,2015,12,3
3,4,14,3,2015,12,3
3,3,15,3,2015,12,3
3,3,16,3,2015,12,3
3,4,17,3,2015,12,3
3,5,18,3,2015,12,3
3,3,19,3,2015,12,3
3,5,20,3,2015,12,3
3,5,21,3,2015,12,3
3,5,22,3,2015,12,3
3,6,23,3,2015,12,3
3,2,0,4,2015,12,4
3,6,1,4,2015,12,4
3,5,2,4,2015,12,4
3,3,3,4,2015,12,4
3,2,4,4,2015,12,4
3,5,5,4,2015,12,4
3,4,6,4,2015,12,4
3,2,7,4,2015,12,4
3,4,8,4,2015,12,4
3,3,9,4,2015,12,4
3,3,10,4,2015,12,4
3,5,11,4,2015,12,4
3,4,12,4,2015,12,4
3,7,13,4,2015,12,4
3,2,14,4,2015,12,4
3,2,15,4,2015,12,4
3,5,16,4,2015,12,4
3,2,17,4,2015,12,4
3,5,18,4,2015,12,4
3,4,19,4,2015,12,4
3,6,20,4,2015,12,4
3,5,21,4,2015,12,4
3,4,22,4,2015,12,4
3,2,23,4,2015,12,4
3,4,0,5,2015,12,5
3,3,1,5,2015,12,5
3,2,2,5,2015,12,5
3,2,3,5,2015,12,5
3,2,4,5,2015,12,5
3,3,5,5,2015,12,5
3,1,6,5,2015,12,5
3,5,7,5,2015,12,5
3,2,8,5,2015,12,5
3,2,9,5,2015,12,5
3,1,10,5,2015,12,5
3,6,11,5,2015,12,5
3,3,12,5,2015,12,5
3,3,13,5,2015,12,5
3,4,14,5,2015,12,5
3,1,15,5,2015,12,5
3,2,16,5,2015,12,5
3,5,17,5,2015,12,5
3,1,18,5,2015,12,5
3,2,19,5,2015,12,5
3,4,20,5,2015,12,5
3,5,21,5,2015,12,5
3,3,22,5,2015,12,5
3,2,23,5,2015,12,5
3,3,0,6,2015,12,6
3,2,1,6,2015,12,6
3,5,2,6,2015,12,6
3,5,3,6,2015,12,6
3,3,4,6,2015,12,6
3,2,5,6,2015,12,6
3,4,6,6,2015,12,6
3,2,7,6,2015,12,6
3,3,8,6,2015,12,6
3,4,9,6,2015,12,6
3,3,10,6,2015,12,6
3,6,11,6,2015,12,6
3,2,12,6,2015,12,6
3,2,13,6,2015,12,6
3,3,14,6,2015,12,6
3,4,15,6,2015,12,6
3,5,16,6,2015,12,6
3,4,17,6,2015,12,6
3,1,18,6,2015,12,6
3,3,19,6,2015,12,6
3,5,20,6,2015,12,6
3,6,21,6,2015,12,6
3,6,22,6,2015,12,6
3,6,23,6,2015,12,6
3,3,0,0,2015,12,7
3,3,1,0,2015,12,7
3,2,2,0,2015,12,7
3,4,3,0,2015,12,7
3,4,4,0,2015,12,7
3,4,5,0,2015,12,7
3,3,6,0,2015,12,7
3,4,7,0,2015,12,7
3,3,8,0,2015,12,7
3,4,9,0,2015,12,7
3,7,10,0,2015,12,7
3,2,11,0,2015,12,7
3,6,12,0,2015,12,7
3,3,13,0,2015,12,7
3,5,14,0,2015,12,7
3,4,15,0,2015,12,7
3,7,16,0,2015,12,7
3,4,17,0,2015,12,7
3,5,18,0,2015,12,7
3,7,19,0,2015,12,7
3,1,20,0,2015,12,7
3,3,21,0,2015,12,7
3,3,22,0,2015,12,7
3,2,23,0,2015,12,7
3,5,0,1,2015,12,8
3,5,1,1,2015,12,8
3,2,2,1,2015,12,8
3,3,3,1,2015,12,8
3,5,4,1,2015,12,8
3,3,5,1,2015,12,8
3,3,6,1,2015,12,8
3,3,7,1,2015,12,8
3,4,8,1,2015,12,8
3,5,9,1,2015,12,8
3,7,10,1,2015,12,8
3,4,11,1,2015,12,8
3,3,12,1,2015,12,8
3,5,13,1,2015,12,8
3,5,14,1,2015,12,8
3,3,15,1,2015,12,8
3,6,16,1,2015,12,8
3,5,17,1,2015,12,8
3,5,18,1,2015,12,8
3,6,19,1,2015,12,8
3,2,20,1,2015,12,8
3,2,21,1,2015,12,8
3,3,22,1,2015,12,8
3,3,23,1,2015,12,8
3,2,0,2,2015,12,9
3,4,1,2,2015,12,9
3,1,2,2,2015,12,9
3,3,3,2,2015,12,9
3,5,4,2,2015,12,9
3,4,5,2,2015,12,9
3,2,6,2,2015,12,9
3,2,7,2,2015,12,9
3,2,8,2,2015,12,9
3,4,9,2,2015,12,9
3,6,10,2,2015,12,9
3,8,11,2,2015,12,9
3,7,12,2,2015,12,9
3,4,13,2,2015,12,9
3,7,14,2,2015,12,9
3,6,15,2,2015,12,9
3,3,16,2,2015,12,9
3,5,17,2,2015,12,9
3,5,18,2,2015,12,9
3,2,19,2,2015,12,9
3,1,20,2,2015,12,9
3,3,21,2,2015,12,9
3,5,22,2,2015,12,9
3,2,23,2,2015,12,9
3,2,0,3,2015,12,10
3,1,1,3,2015,12,10
3,3,2,3,2015,12,10
3,1,3,3,2015,12,10
3,3,4,3,2015,12,10
3,4,5,3,2015,12,10
3,4,6,3,2015,12,10
3,1,7,3,2015,12,10
3,5,8,3,2015,12,10
3,1,9,3,2015,12,10
3,4,10,3,2015,12,10
3,7,11,3,2015,12,10
3,6,12,3,2015,12,10
3,6,13,3,2015,12,10
3,3,14,3,2015,12,10
3,4,15,3,2015,12,10
3,5,16,3,2015,12,10
3,7,17,3,2015,12,10
3,3,18,3,2015,12,10
3,4,19,3,2015,12,10
3,3,20,3,2015,12,10
3,4,21,3,2015,12,10
3,5,22,3,2015,12,10
3,3,23,3,2015,12,10
3,4,0,4,2015,12,11
3,4,1,4,2015,12,11
3,2,2,4,2015,12,11
3,5,3,4,2015,12,11
3,5,4,4,2015,12,11
3,4,5,4,2015,12,11
3,3,6,4,2015,12,11
3,5,7,4,2015,12,11
3,1,8,4,2015,12,11
3,3,9,4,2015,12,11
3,5,10,4,2015,12,11
3,6,11,4,2015,12,11
3,4,12,4,2015,12,11
3,5,13,4,2015,12,11
3,6,14,4,2015,12,11
3,8,15,4,2015,12,11
3,3,16,4,2015,12,11
3,7,17,4,2015,12,11
3,2,18,4,2015,12,11
3,4,19,4,2015,12,11
3,5,20,4,2015,12,11
3,4,21,4,2015,12,11
3,3,22,4,2015,12,11
3,4,23,4,2015,12,11
3,4,0,5,2015,12,12
3,6,1,5,2015,12,12
3,4,2,5,2015,12,12
3,5,3,5,2015,12,12
3,5,4,5,2015,12,12
3,1,5,5,2015,12,12
3,3,6,5,2015,12,12
3,3,7,5,2015,12,12
3,3,8,5,2015,12,12
3,1,9,5,2015,12,12
3,2,10,5,2015,12,12
3,2,11,5,2015,12,12
3,6,12,5,2015,12,12
3,4,13,5,2015,12,12
3,1,14,5,2015,12,12
3,6,15,5,2015,12,12
3,2,16,5,2015,12,12
3,3,17,5,2015,12,12
3,6,18,5,2015,12,12
3,4,19,5,2015,12,12
3,4,20,5,2015,12,12
3,5,21,5,2015,12,12
3,3,22,5,2015,12,12
3,1,23,5,2015,12,12
3,2,0,6,2015,12,13
3,2,1,6,2015,12,13
3,3,2,6,2015,12,13
3,4,3,6,2015,12,13
3,3,4,6,2015,12,13
3,5,5,6,2015,12,13
3,4,6,6,2015,12,13
3,4,7,6,2015,12,13
3,4,8,6,2015,12,13
3,1,9,6,2015,12,13
3,3,10,6,2015,12,13
3,14,11,6,2015,12,13
3,21,12,6,2015,12,13
3,7,13,6,2015,12,13
3,11,14,6,2015,12,13
3,9,15,6,2015,12,13
3,8,16,6,2015,12,13
3,3,17,6,2015,12,13
3,2,18,6,2015,12,13
3,2,19,6,2015,12,13
3,3,20,6,2015,12,13
3,2,21,6,2015,12,13
3,4,22,6,2015,12,13
3,2,23,6,2015,12,13
3,2,0,0,2015,12,14
3,2,1,0,2015,12,14
3,1,2,0,2015,12,14
3,5,3,0,2015,12,14
3,4,4,0,2015,12,14
3,3,5,0,2015,12,14
3,3,6,0,2015,12,14
3,1,7,0,2015,12,14
3,3,8,0,2015,12,14
3,4,9,0,2015,12,14
3,7,10,0,2015,12,14
3,3,11,0,2015,12,14
3,5,12,0,2015,12,14
3,7,13,0,2015,12,14
3,4,14,0,2015,12,14
3,5,15,0,2015,12,14
3,5,16,0,2015,12,14
3,3,17,0,2015,12,14
3,5,18,0,2015,12,14
3,4,19,0,2015,12,14
3,4,20,0,2015,12,14
3,4,21,0,2015,12,14
3,5,22,0,2015,12,14
3,4,23,0,2015,12,14
3,6,0,1,2015,12,15
3,5,1,1,2015,12,15
3,3,2,1,2015,12,15
3,5,3,1,2015,12,15
3,5,4,1,2015,12,15
3,5,5,1,2015,12,15
3,2,6,1,2015,12,15
3,2,7,1,2015,12,15
3,3,8,1,2015,12,15
3,2,9,1,2015,12,15
3,5,10,1,2015,12,15
3,5,11,1,2015,12,15
3,6,12,1,2015,12,15
3,5,13,1,2015,12,15
3,4,14,1,2015,12,15
3,4,15,1,2015,12,15
3,5,16,1,2015,12,15
3,3,17,1,2015,12,15
3,3,18,1,2015,12,15
3,5,19,1,2015,12,15
3,4,20,1,2015,12,15
3,5,21,1,2015,12,15
3,5,22,1,2015,12,15
3,3,23,1,2015,12,15
3,3,0,2,2015,12,16
3,3,1,2,2015,12,16
3,6,2,2,2015,12,16
3,1,3,2,2015,12,16
3,2,4,2,2015,12,16
3,5,5,2,2015,12,16
3,5,6,2,2015,12,16
3,4,7,2,2015,12,16
3,4,8,2,2015,12,16
3,5,9,2,2015,12,16
3,6,10,2,2015,12,16
3,8,11,2,2015,12,16
3,4,12,2,2015,12,16
3,7,13,2,2015,12,16
3,3,14,2,2015,12,16
3,4,15,2,2015,12,16
3,3,16,2,2015,12,16
3,7,17,2,2015,12,16
3,4,18,2,2015,12,16
3,3,19,2,2015,12,16
3,6,20,2,2015,12,16
3,4,21,2,2015,12,16
3,6,22,2,2015,12,16
3,3,23,2,2015,12,16
3,5,0,3,2015,12,17
3,5,1,3,2015,12,17
3,3,2,3,2015,12,17
3,1,3,3,2015,12,17
3,2,4,3,2015,12,17
3,5,5,3,2015,12,17
3,1,6,3,2015,12,17
3,3,7,3,2015,12,17
3,2,8,3,2015,12,17
3,3,9,3,2015,12,17
3,5,10,3,2015,12,17
3,5,11,3,2015,12,17
3,5,12,3,2015,12,17
3,7,13,3,2015,12,17
3,7,14,3,2015,12,17
3,6,15,3,2015,12,17
3,5,16,3,2015,12,17
3,4,17,3,2015,12,17
3,6,18,3,2015,12,17
3,2,19,3,2015,12,17
3,6,20,3,2015,12,17
3,5,21,3,2015,12,17
3,3,22,3,2015,12,17
3,2,23,3,2015,12,17
3,4,0,4,2015,12,18
3,5,1,4,2015,12,18
3,5,2,4,2015,12,18
3,5,3,4,2015,12,18
3,4,4,4,2015,12,18
3,3,5,4,2015,12,18
3,3,6,4,2015,12,18
3,1,7,4,2015,12,18
3,5,8,4,2015,12,18
3,5,9,4,2015,12,18
3,5,10,4,2015,12,18
3,7,11,4,2015,12,18
3,6,12,4,2015,12,18
3,7,13,4,2015,12,18
3,6,14,4,2015,12,18
3,2,15,4,2015,12,18
3,4,16,4,2015,12,18
3,6,17,4,2015,12,18
3,6,18,4,2015,12,18
3,7,19,4,2015,12,18
3,3,20,4,2015,12,18
3,5,21,4,2015,12,18
3,2,22,4,2015,12,18
3,1,23,4,2015,12,18
3,5,0,5,2015,12,19
3,5,1,5,2015,12,19
3,5,2,5,2015,12,19
3,2,3,5,2015,12,19
3,3,4,5,2015,12,19
